arm,length,H_r,H_r_norm,L_best,L_mix,spread,H_tok,segments,switch_rate,argmax_k,r_cluster-0,r_cluster-1,r_cluster-2,r_cluster-3,r_cluster-4,true_k
free,127,1.2897590617652166e-08,1.5726649200897016,-1.737358994371309,-1.7458113145641772,0.8064368540846456,1.337857286371579,27,0.8253968253968254,cluster-1,3.31629672275351e-45,0.9999999994208508,5.79161529083196e-10,2.6702039093081404e-30,5.707372294250507e-18,
free,127,0.15974977024504936,1.5569369151360837,-2.095954955093504,-2.1040354900835556,0.8020125261441926,1.2992410188443881,39,0.7063492063492064,cluster-1,5.5989010832026696e-45,0.9625511984140322,0.037448801585968944,1.3459199267925083e-40,1.240733672758245e-17,
free,127,1.4099424941332086e-16,1.52408852240996,-2.6874995194082185,-2.694240763860679,1.0220394585076278,1.1784320836717983,33,0.7857142857142857,cluster-2,1.603188187395106e-49,3.508064246895352e-18,1.0,6.983557746329848e-51,4.2560396582418564e-57,
free,127,0.00016259198206952029,1.587046936180729,-1.8312075156865157,-1.837948736181452,0.619861512672244,1.342070308447834,31,0.7936507936507936,cluster-2,6.475675131992274e-35,3.386151268601242e-08,0.9999867243108026,1.3241827675898083e-05,8.497186450505671e-21,
free,127,0.22746027562823634,1.6048555972122642,-1.9534133550688977,-1.9691038193550896,0.23598786601870092,1.35095090564436,37,0.7936507936507936,cluster-4,4.040610110617437e-08,0.060178922221323754,9.058164538136244e-14,2.616981919235773e-12,0.9398210373698788,
free,127,5.667894931812865e-13,1.5887182885795916,-2.1413007120447833,-2.1480419564972437,0.5875592569666588,1.285443463336746,25,0.746031746031746,cluster-2,3.9168291416568586e-33,5.422942015268091e-17,1.0,1.1506001857766179e-26,1.783972588954825e-14,
free,127,4.086503677194496e-11,1.5958098461153618,-1.746384508027805,-1.7548368282263367,0.5256499042661171,1.3401791493976134,39,0.8174603174603174,cluster-1,1.017582641342451e-29,0.9999999999985789,1.0017295490130862e-15,1.0578204150902787e-13,1.3254034672991635e-12,
free,127,8.573574372428531e-06,1.5613103055184863,-2.038577823188361,-2.04531906411365,0.8300081988957926,1.2841706217495164,22,0.7857142857142857,cluster-2,1.6617519896830475e-46,5.566794861564747e-07,0.9999994433205033,3.473469698837238e-39,1.0271824405993744e-17,
free,127,1.2380416801856673e-13,1.5091587368949366,-2.181559885580709,-2.1883011300331687,1.20112693966843,1.2522261264230774,20,0.7698412698412699,cluster-2,5.641104573559885e-67,3.726422872877343e-15,1.0,4.689381944793915e-50,1.0937465559436818e-49,
free,127,1.170952441543656e-14,1.5791718719959864,-2.6960703932394194,-2.7028116376918794,0.8054357814037894,1.2182084430308557,27,0.7698412698412699,cluster-2,3.765892731596585e-45,2.654724110074519e-16,1.0,4.315430591986852e-21,5.854300745839768e-17,
free,127,9.035346179357565e-18,1.5433295534241003,-2.337789460429995,-2.3462417806285307,0.8718636580339569,1.2117802632526586,25,0.746031746031746,cluster-1,8.166047309844607e-49,1.0,2.100913777272147e-19,1.899229841491046e-46,1.1241886850077961e-45,
free,127,0.3106486881409214,1.6012538208491542,-1.984616857814038,-2.000098653926758,0.3336819626214935,1.355237588728023,28,0.7777777777777778,cluster-4,3.6492553080579277e-19,1.0918745354986677e-12,0.050260120349593505,0.02383557498227026,0.9259043046670432,
free,127,1.3548384129935632e-06,1.5915803848210641,-2.3481505386472685,-2.3566028580824083,0.5347141055610236,1.2515041054041016,29,0.7380952380952381,cluster-1,5.72735706997663e-23,0.9999999219849117,7.801508719332229e-08,1.2892328002825827e-15,3.2183258614788274e-30,
free,127,0.6920696461108472,1.5791138198037098,-2.404765451986959,-2.407175780153802,0.6482620839997537,1.2736325701219537,32,0.746031746031746,cluster-2,6.589098120922385e-25,0.4767928096635718,0.5232071903364448,9.194321239293237e-37,1.7862089889379357e-18,
free,127,1.413480560816003e-08,1.5481115066733768,-2.034479096179872,-2.0429314163721704,1.055059237742987,1.2687619772729108,39,0.7301587301587301,cluster-1,6.423719380160993e-59,0.9999999993625579,6.374642302664029e-10,1.083251302178416e-31,4.7818948340910726e-33,
free,127,3.7606894879283304e-05,1.5932702524357736,-1.958002405842458,-1.9763945506103586,0.5516250490203618,1.3252476192006113,37,0.753968253968254,cluster-3,3.7575003478362245e-31,2.7215240613244276e-06,4.32662205035397e-16,0.9999972779903984,4.855408328986855e-10,
free,127,3.373131967345814e-05,1.5984588693075727,-2.5479013037493847,-2.5563536227097696,0.41272669514333193,1.2552576081682791,24,0.7698412698412699,cluster-1,2.4212762030055635e-06,0.99999757872374,4.073267538549335e-18,4.059067571050255e-14,1.721445654108699e-23,
free,127,4.815664769470287e-15,1.5916245403264442,-3.0594506451464074,-3.066191889598868,0.5153241495447833,1.2081719894131917,37,0.8015873015873016,cluster-2,4.9556215977215676e-27,4.046131656630662e-17,1.0,8.897640956254129e-17,3.7765115178458e-29,
free,127,2.9565209637948537e-05,1.5855100543847993,-2.345788910632997,-2.3525301417744657,0.5551325279896653,1.2557897127002235,31,0.7380952380952381,cluster-2,1.7265324661274695e-20,2.100819075839753e-06,0.9999978991809155,2.4068160364235914e-31,4.134647129655747e-28,
free,127,1.1523651469698278e-20,1.5310995931617513,-1.522665909894808,-1.5294071543472683,1.2838370255597933,1.312794177228395,26,0.7777777777777778,cluster-2,1.54687900596064e-71,2.3131361017430805e-22,1.0,1.6942415043951305e-41,1.2588455915721612e-28,
free,127,0.008284885947778075,1.5986981210616908,-2.455056258073942,-2.461795256545714,0.4470457542599653,1.2597312930389453,28,0.7301587301587301,cluster-2,2.2006756609165863e-25,3.176362048831932e-06,0.9989484512412253,1.3031431378440128e-07,0.0010482420824325157,
free,127,3.5413031979394245e-20,1.4711193556494475,-1.804445642185962,-1.8111868866384222,1.6847316711906375,1.2395972262922976,15,0.7063492063492064,cluster-2,1.1966086218469921e-93,7.275805590280678e-22,1.0,8.31737879728068e-60,5.008975877592714e-40,
free,127,1.2454677002467307e-18,1.588514916306162,-2.5716708926703986,-2.5801232128689344,0.5428841658464565,1.2292317325752538,32,0.746031746031746,cluster-1,6.588685418831479e-21,1.0,2.0724559029679516e-20,1.1402684616084662e-30,3.3962115755972794e-29,
free,127,1.306746339209934e-10,1.5004337135382033,-1.9237827090766486,-1.9305239535290781,1.451191819558932,1.2586957307705084,23,0.6904761904761905,cluster-2,9.097789287125568e-81,4.829665542652997e-12,0.9999999999951683,6.77333694706239e-46,3.862789379207836e-40,
free,127,2.3039694616639789e-07,1.5803199932934757,-1.987551711675689,-1.994292956052277,0.7328313391978347,1.3148084890404763,32,0.753968253968254,cluster-2,3.8053528591189575e-41,1.1974594845300698e-08,0.9999999880253939,3.750709116568505e-23,2.646831395743464e-20,
free,127,0.2975567158958773,1.595746490059854,-2.0411799873892718,-2.0475117666468647,0.4733898733544537,1.298119939472398,29,0.7698412698412699,cluster-2,7.201812677922538e-27,0.05617563658897476,0.9277890956297814,1.52342691441644e-10,0.016035267628883746,
free,127,1.704983846265641e-24,1.543486649813926,-1.9341041384719488,-1.940845382924409,1.0333992064468502,1.2509158084936767,15,0.746031746031746,cluster-2,1.0056670793941511e-57,2.822498749783803e-26,1.0,3.164367254619125e-48,7.122058599786928e-28,
free,127,6.556071338764913e-09,1.579867448159193,-1.9510195274052657,-1.9594718476010091,0.7637422816959893,1.315676381086615,27,0.7619047619047619,cluster-1,7.507400167375215e-43,0.9999999997146745,2.853266433609431e-10,3.2284820403369615e-23,3.3350582641635265e-16,
free,127,8.628750594997624e-09,1.587342679432527,-2.5803748904250736,-2.5888272106198884,0.6389470137949065,1.2435487690282445,41,0.7619047619047619,cluster-1,2.4542770337221787e-20,0.9999999996197175,3.8028733868261533e-10,1.8279873106962766e-20,5.736174905667221e-36,
free,86,3.525871803971648e-08,1.553876803971065,-2.1023616347202037,-2.1123167282664492,1.0713564850563224,0.8634920326782083,15,0.788235294117647,cluster-2,9.672928391677705e-41,7.803729752249892e-11,0.9999999983535872,2.760952302910628e-22,1.5683779906573818e-09,
free,127,0.1288707618739238,1.5977655448749362,-2.2319725216843014,-2.238531198034764,0.44956117164431575,1.316162403886057,26,0.7619047619047619,cluster-2,1.55523189816991e-25,0.0283249515898056,0.9716750308198793,1.97703675385399e-11,1.7570544123632425e-08,
free,127,0.0009771919168636615,1.5879803008653375,-2.1187804214597685,-2.135846161016536,0.5077132577971213,1.29918766062117,31,0.7222222222222222,cluster-4,2.4493476959969485e-13,9.927301602943401e-29,9.525282623894491e-05,4.0889654225780065e-28,0.9999047471734973,
free,96,0.0007558343150427329,1.533245675595852,-1.917121410369873,-1.926038914072352,1.064796288808187,0.9639792865939416,15,0.7263157894736842,cluster-2,4.038259437383375e-45,7.16897689756317e-05,0.9999283102310133,1.204710313312233e-28,4.417515398315966e-30,
free,127,0.005738967309768384,1.583360376622909,-2.2413553553303394,-2.249800885859243,0.7022371066836861,1.273630527526453,29,0.7142857142857143,cluster-1,1.8515296787573157e-39,0.9993063135897143,0.0006936864102668176,6.705241920504493e-15,1.7399564004141995e-15,
free,127,1.2532693907246403e-29,1.5737878732318893,-1.9072210356945127,-1.925613256193233,0.6225254329170766,1.2343393339934596,35,0.7222222222222222,cluster-3,8.932179085893787e-35,4.61701445491698e-35,8.230188622181447e-34,1.0,1.7594176146416698e-31,
free,127,3.913098319076114e-09,1.582953020672857,-2.3172174889271653,-2.3239587333785794,0.6936311496524361,1.2759598508329908,28,0.7222222222222222,cluster-2,5.527096435336184e-39,1.6474680622945037e-10,0.9999999998339604,1.3110818796848793e-12,2.8455815598653116e-25,
free,127,0.0006372041055828023,1.5928310551965994,-1.502194021630475,-1.5205845900513812,0.45066761407326505,1.3724957768119919,29,0.6825396825396826,cluster-3,3.060087238439288e-24,5.937653149644367e-05,4.1633668349672894e-16,0.9999406234684893,1.3906634831306885e-25,
free,127,0.2041277601907155,1.600929544485754,-2.1137322853869343,-2.130444636234584,0.38516619824987686,1.3355454957178363,39,0.7619047619047619,cluster-4,5.406264061507523e-22,3.3058076101724004e-05,2.1485784209724588e-06,0.05178067267369041,0.9481841206717978,
free,127,0.26815562665839043,1.5788109820584308,-2.081386536125123,-2.0890755918702677,0.7125568540077509,1.2975591052953501,30,0.7619047619047619,cluster-1,4.6179816048441485e-40,0.924293577522339,0.07570642245444162,3.9228258890135914e-22,2.3203568482905967e-11,
free,127,0.6927363287285644,1.5798007564598886,-2.7410460945189468,-2.747885981149674,0.7228996697373278,1.230096465757902,36,0.7936507936507936,cluster-3,3.736568671640168e-16,0.485668294545735,6.909131039334377e-41,0.514331705454267,1.7502143383416046e-14,
free,127,1.0160763183414696e-07,1.5928064084825901,-1.9010608102392963,-1.9095131304245079,0.5436213936392718,1.3204544472386606,24,0.753968253968254,cluster-1,1.0383529881395844e-30,0.9999999949456821,8.958244678132774e-21,3.111252957799211e-14,5.0542955623980014e-09,
free,127,1.238009880753091e-15,1.5166138530792024,-2.110025721272146,-2.1167669657246058,1.168439489649975,1.2156727562326362,28,0.7063492063492064,cluster-2,3.5830552529491836e-65,3.2611945464576676e-17,1.0,1.7921567603974196e-60,1.4742520586811883e-27,
free,127,0.0019352166665544605,1.5880473141059652,-2.0462137057086616,-2.0546654887382205,0.48156762310839074,1.3265960316023615,37,0.7698412698412699,cluster-1,7.733937613613871e-23,0.9997962624433714,2.2679563347931163e-25,2.7469895906657338e-27,0.00020373755664123913,
free,127,0.000905612079596413,1.5729165296341427,-2.127818190206693,-2.1345592489163603,0.7605576402559056,1.2733503705402331,30,0.7063492063492064,cluster-2,1.1248683797114673e-42,5.179068770039633e-18,0.9999124435831785,3.6321826546744655e-29,8.7556416822341e-05,
free,117,1.527880686246225e-05,1.5355030202596895,-2.163232656625601,-2.170550068709033,1.2841122619107241,1.16723043909339,23,0.75,cluster-2,5.637724126921377e-66,1.0335748925367478e-06,0.9999989664251187,7.49978228843488e-27,9.157948795709888e-21,
free,127,0.11012322592890252,1.6068121748816124,-2.5947967289000986,-2.6014217836627886,0.21391428549458658,1.275153432301827,39,0.8015873015873016,cluster-2,3.5698923730782616e-05,0.017101723135600794,0.9793692272603584,0.003493350678744386,1.5574662434808364e-12,
free,125,6.971674954929536e-08,1.6048618641755656,-2.186416259765625,-2.195003817075885,0.29541650390624996,1.3212613433934681,35,0.8064516129032258,cluster-1,9.178681706035272e-17,0.9999999966956352,5.114046979904412e-10,2.683988460086586e-09,1.089973801914183e-10,
free,127,0.0032740620387443856,1.5147435578483324,-1.7082865557332678,-1.7167373563330064,1.232289471964198,1.2668748125093767,26,0.8095238095238095,cluster-1,1.0775394204442034e-68,0.9996568021894411,8.595631277963032e-05,2.2138520224621723e-47,0.0002572414977693774,
free,127,1.4080499081368088e-11,1.6005340507733576,-2.0914662278543306,-2.0999185480528655,0.37998854269192917,1.3181059050038872,33,0.7936507936507936,cluster-1,1.019645952931751e-14,0.9999999999995453,1.1004751389019647e-21,4.68380287134429e-13,4.373590988944375e-18,
free,127,2.7019531770449436e-06,1.5549335226069394,-1.9852887251245694,-1.9920299685477567,1.0343571460153176,1.278601652007989,27,0.7142857142857143,cluster-2,8.904686287020715e-58,1.6244611763138193e-07,0.9999998375538856,6.995503414027888e-28,9.388425739337994e-25,
free,99,0.0004656659410772278,1.5759413628371848,-1.9168403702552872,-1.9254880900644278,0.7927401764224273,1.013618237967016,21,0.8163265306122449,cluster-2,8.241318312672083e-35,5.384022588184039e-06,0.9999595323739426,4.5237389431356006e-17,3.508360346096503e-05,
free,127,0.0010928707435980576,1.586615801592762,-1.9730630709430363,-1.9798040869746958,0.635650875061516,1.2935160491285775,27,0.8174603174603174,cluster-2,8.717168844172988e-36,1.1985399960244033e-18,0.9998923021962354,1.646620905629835e-07,0.00010753314166308643,
free,127,1.0032309360082333e-06,1.5709962533479938,-1.681108009158157,-1.6878492532511968,0.8996986929825912,1.336261633244525,26,0.7301587301587301,cluster-2,2.3810000397191075e-50,5.6725420594333785e-08,0.999999943273197,2.6190701674580125e-20,1.3930861634553507e-12,
free,127,0.0003164083554583117,1.586277502716647,-2.2317411167415107,-2.2501330809557762,0.5583587406188486,1.3339196314658364,32,0.7698412698412699,cluster-3,1.3915515746371407e-10,1.5976763818858718e-31,1.8049743229585216e-27,0.9999724885276304,2.751133320573046e-05,
free,127,4.913868700095848e-14,1.6008902511034466,-2.018887737604577,-2.027340057803112,0.33455123300627454,1.308167611102697,42,0.8253968253968254,cluster-1,3.5293374958076906e-19,1.0,1.5282163239216681e-18,9.267907860903097e-17,1.3324733714524218e-15,
free,127,2.960254844878671e-14,1.5538532653625898,-1.6580548624354086,-1.666507182633944,0.9069865069051428,1.30691737940617,24,0.746031746031746,cluster-1,9.43620008493153e-51,1.0,8.531587297734136e-16,8.656979532550194e-40,2.5411433792016723e-36,
free,127,0.4040477455084067,1.5807428359395357,-1.6949831744817299,-1.7089424703322702,0.7390149935023993,1.3408876948075246,42,0.8412698412698413,cluster-4,1.4930993859752963e-41,0.13948965259750187,7.814766787129445e-07,5.985980614782909e-09,0.8605095599398349,
free,127,0.009371719510049267,1.592100216721366,-1.7658201202632875,-1.77255366081446,0.5696348655880903,1.362086936683209,24,0.8015873015873016,cluster-2,3.8109528941255565e-32,0.0012149670831981525,0.9987849539579495,5.672212520611183e-12,7.89531676169748e-08,
free,127,1.5692534031274267e-07,1.593729352703096,-1.7521269790769562,-1.7705191993315548,0.5591008944774238,1.3348142117568274,27,0.7857142857142857,cluster-3,1.4540085747945929e-31,3.307513628372456e-09,4.398356362380789e-09,0.9999999922941356,3.053880588364256e-15,
free,127,0.39453121569789007,1.591026047892579,-1.938515730730192,-1.9526362639634591,0.564905121570497,1.3318900500765525,27,0.753968253968254,cluster-4,6.040174848313877e-32,0.1310357606460892,0.0007697958326108232,2.575555679210357e-10,0.8681944432637533,
free,127,6.902640250513524e-09,1.5550348189857468,-2.039303757074311,-2.0477560772699004,1.0793903981606792,1.3166416459381804,27,0.7380952380952381,cluster-1,2.9227501725316916e-60,0.9999999996989004,3.0111678104792355e-10,1.3029300667783882e-27,2.3529914010659525e-20,
free,127,0.02409473147638153,1.6065892667067116,-2.5195982925535185,-2.526332327994463,0.22488547497846945,1.3010211340927103,35,0.7936507936507936,cluster-2,0.00016813312605728028,3.333265665378163e-07,0.9964770865193954,3.933862442765889e-13,0.003354447027576034,
free,127,7.506397141718331e-17,1.566339880891181,-1.9868243360143947,-1.9935655804668548,0.8076342485082433,1.26670424499583,37,0.7936507936507936,cluster-2,2.84846320971479e-45,1.838100316538522e-18,1.0,5.765540755335657e-39,2.4722331751050316e-28,
free,127,2.2055235339718895e-09,1.5216881675847205,-2.0591980941652315,-2.067650414362872,1.3493597075695125,1.2638605756930044,27,0.7698412698412699,cluster-1,3.762934530098858e-75,0.9999999999085389,9.145785760583097e-11,2.5619063261764697e-42,2.7058538754111975e-17,
free,127,4.138704834198964e-08,1.5499264804231192,-2.1257302592119833,-2.134182579391277,0.876202680933194,1.308519410020791,40,0.7698412698412699,cluster-1,7.458377220169937e-46,0.9999999980336156,1.966406429512495e-09,4.70642725793871e-49,8.985588280688856e-29,
free,127,5.31419637767967e-07,1.5999663348627573,-1.9925758181594488,-2.009644340879036,0.390234038585753,1.343228379896853,31,0.753968253968254,cluster-4,2.8435190499385876e-18,2.863540765245506e-08,2.995613693565128e-22,2.3415956308792876e-10,0.9999999711304217,
free,127,0.6007818181200872,1.5904437604430217,-2.3034845787709153,-2.3199103701636172,0.5684362696850394,1.3308949049107874,25,0.7857142857142857,cluster-3,0.1302191946116859,0.05659245300034325,3.610460322194015e-32,0.8126283170907153,0.0005600352972624476,
free,127,6.117163264455417e-07,1.5729912156178805,-1.7770968459722565,-1.7855491658420632,0.8472670908049333,1.326931234180606,24,0.7936507936507936,cluster-1,1.8562880188588273e-47,0.9999999664056537,3.359434409511222e-08,7.314295658302723e-21,3.194024761647737e-22,
free,123,1.0253954006405075,1.6074003504906578,-2.613821138211382,-2.6198448291206597,0.13908026470401413,1.2496164000639225,38,0.8524590163934426,cluster-1,1.6006514043771668e-08,0.43024627089283674,5.472079567191511e-08,0.4057113505193961,0.16404230786048338,
free,127,6.31745061584409e-05,1.5871581455329693,-1.676939956785187,-1.6853922303428464,0.6722988819512796,1.328072196666165,36,0.8253968253968254,cluster-1,8.300126531864508e-38,0.9999952335394278,4.766439268221851e-06,4.383705631160558e-12,1.6919212679251553e-11,
free,127,9.92348498565429e-07,1.604593634830391,-2.3285015436608023,-2.33695386373449,0.28788264717642686,1.317759626646568,36,0.7063492063492064,cluster-1,3.783438425365637e-11,0.9999999439436935,9.411433168056436e-13,5.6017517959971504e-08,1.3234808064207686e-16,
free,127,0.0013171290239613763,1.5792971954223496,-1.9505725770484743,-1.9590242706824823,0.7620354599840058,1.3214960000793883,30,0.8095238095238095,cluster-1,9.323443424695707e-43,0.9998764534880332,4.647648910724587e-05,7.707002285958438e-05,5.686965299298971e-15,
free,127,5.504892864029713e-13,1.5370353509625014,-1.93143024594765,-1.9381714904001104,1.1320362241249384,1.2876954333628348,24,0.7063492063492064,cluster-2,3.648296676709355e-63,1.644902595629078e-14,0.9999999999999716,9.212134087415369e-42,7.282314254474205e-34,
free,127,2.0573540492386407e-05,1.5849524491430325,-1.9633385365403544,-1.9717908428195359,0.6147124523252951,1.3403259271517751,35,0.7698412698412699,cluster-1,1.2453421282834993e-34,0.9999985775156573,1.4224843531745367e-06,2.2609361621752572e-23,4.1316668703536303e-22,
free,114,1.1203086989682308e-15,1.5620489362058971,-1.7631072998046875,-1.7706172826596212,1.0097739236396657,1.1326119167802706,27,0.8938053097345132,cluster-2,1.015140833190492e-50,2.9045082119949024e-17,1.0,5.74334202527378e-26,3.371264955112255e-19,
free,127,0.5166363225359295,1.6054291604551836,-1.574077095572404,-1.5865015798871356,0.24130861777958912,1.386674673545172,32,0.8253968253968254,cluster-4,3.864118356721091e-14,0.212001903426851,2.414671392493668e-09,2.907469953729019e-06,0.7879951866884805,
free,127,5.197990815290024e-20,1.518381245697332,-2.01396095095657,-2.0207021954090303,1.1783149298720472,1.2304755625706738,16,0.6746031746031746,cluster-2,1.0222795133972455e-65,1.0766242052131185e-21,1.0,1.494031331952724e-52,1.0071561622552179e-43,
free,127,5.296188461136618e-05,1.5881443983813213,-2.607754925104577,-2.616207234889995,0.5685367133673718,1.2580215514352497,28,0.7936507936507936,cluster-1,4.386608784073222e-32,0.9999960638764537,5.170661708382998e-09,2.4570726674236174e-24,3.930952905069804e-06,
free,127,1.0695079946422241e-08,1.5938009085464764,-1.85350757508766,-1.861959895283052,0.5653822290615771,1.348913357357197,37,0.8253968253968254,cluster-1,6.548132434761082e-32,0.9999999995383462,2.798378147689406e-10,1.8181074908881464e-10,6.905905107712119e-15,
free,127,1.1703446391174818e-07,1.5597492655008078,-1.7272259569543553,-1.735678277095499,0.9328038974071113,1.3070029870139561,25,0.7777777777777778,cluster-1,3.5549104004360236e-52,0.9999999941348676,5.8651434442542655e-09,4.077741391916113e-17,5.071417370400609e-35,
free,127,1.7733303699463205e-13,1.5962922926248662,-1.972886573611282,-1.9912787941100023,0.4737206406480685,1.3196340771915906,24,0.7698412698412699,cluster-3,7.443016040849141e-27,3.3934462738065303e-18,5.569671163675577e-20,1.0,5.393445801702899e-15,
free,127,3.2999397199216723e-09,1.5880466838036247,-1.62666404904343,-1.6334052934950078,0.6621874711644931,1.3760362101757457,28,0.7222222222222222,cluster-2,2.997682837579741e-37,1.392694464057967e-10,0.9999999998607336,1.0332001487833717e-16,1.0006787346031842e-16,
free,121,0.3817813723916733,1.5859000766935718,-1.9106831195925877,-1.9191595126901322,0.5885009765625002,1.2855108709614833,35,0.8083333333333333,cluster-1,1.0356481988226357e-31,0.8724131171943339,5.855076181681154e-07,1.1172019791913742e-20,0.12758629729805543,
free,127,5.312081778781516e-06,1.5939660297937945,-1.5462063766839935,-1.5546586961389313,0.5504238098625125,1.381890889300982,36,0.7698412698412699,cluster-1,4.376781761240456e-31,0.9999996663376566,7.577825283376195e-15,3.3335333825693303e-07,3.0901095807579166e-10,
free,127,3.838693066917532e-05,1.5869530765672701,-2.0558284248892718,-2.072896929759336,0.5714452548289861,1.3125806509323987,32,0.7619047619047619,cluster-4,3.031849499631018e-32,2.3464111080352943e-23,4.841617703943411e-22,2.7833010671085615e-06,0.9999972166989517,
free,127,0.0009145178594383422,1.5790079682122826,-2.1716731514517718,-2.178413835066979,0.6128652978131153,1.2723543372606403,28,0.6984126984126984,cluster-2,1.5744591642390551e-34,8.851005273163779e-05,0.9999114899071049,1.8916859078046559e-32,4.015557219512756e-11,
free,127,0.37344660932779217,1.5938548309093907,-1.9239380603700171,-1.929838607353824,0.5229272316759968,1.3381199868785107,42,0.7936507936507936,cluster-2,1.2612390756349577e-29,0.12278923775832985,0.8771172133958829,2.2585040465468942e-05,7.096380532839127e-05,
free,127,2.0394139883140636e-15,1.55306663870667,-1.6676808755228838,-1.674422119975344,1.0364920548566685,1.3072786054790566,26,0.7936507936507936,cluster-2,6.789955765243972e-58,7.732234928030395e-24,1.0,6.964528917880469e-38,5.445828491603249e-17,
free,127,3.1303707144692335e-07,1.6017320083406086,-1.9772414560393086,-1.9856937760759776,0.3756294550858146,1.2989924312239838,31,0.7380952380952381,cluster-1,2.156384780322301e-14,0.9999999834545009,1.6540817731722564e-08,4.671296932189009e-12,1.9142887437016686e-21,
free,127,1.8142467789836507e-11,1.5889691676041882,-1.9325730932040477,-1.94964161659868,0.608548742579663,1.3219050445527794,29,0.7619047619047619,cluster-4,5.935988550778611e-13,4.8888036801224124e-24,2.7242764071138107e-34,2.5754258789259357e-14,0.9999999999993747,
free,127,3.637018581795815e-06,1.6035272760152786,-2.1432759442667324,-2.1517282633427652,0.3341326375645912,1.3229249862387664,30,0.7619047619047619,cluster-1,3.7220387999561447e-19,0.9999997864731768,8.557826992495648e-08,1.2794391955480292e-07,4.6377027404221055e-12,
free,127,1.706817524643946e-06,1.598907277642172,-1.81608497439407,-1.833153495444083,0.42668740580401066,1.3487067702824107,31,0.7619047619047619,cluster-4,2.9233832565233785e-24,9.968845939365066e-08,3.373352073050862e-17,1.0454131117227748e-12,0.9999999003104897,
free,127,0.640783722164187,1.5851117228151936,-2.2434106060839074,-2.248150956584674,0.5849912147822343,1.3039316842624404,31,0.7777777777777778,cluster-1,3.6520111764186104e-33,0.6729085999940122,0.32575502551873015,6.806778926281484e-21,0.001336374487276584,
free,127,2.466781499391378e-10,1.544921607597199,-1.7625263844888042,-1.770978704687248,1.2250224436361958,1.3196457870151639,23,0.7380952380952381,cluster-1,2.7126770314534788e-68,0.9999999999906493,9.345004446285908e-12,2.1264204986652008e-23,1.4462574221113746e-25,
free,127,0.045700792341156336,1.5306254665749155,-1.9460432398037648,-1.9527347348122466,0.9061077448326773,1.2922666311012936,25,0.7857142857142857,cluster-2,1.0467868168111617e-50,0.007815060530758016,0.9921849394692392,8.759593802642958e-42,1.4825876282598175e-44,
free,127,1.1649917750417966e-06,1.5810545500807192,-1.931441780150406,-1.9381830241821794,0.7596684253121926,1.309512811496928,26,0.8095238095238095,cluster-2,1.2594609659945732e-42,6.637340241239493e-08,0.99999993356113,2.9946142369882076e-18,6.547477607551219e-11,
free,127,2.158063555335368e-09,1.5582315806500044,-2.0752962367741143,-2.0820374812260085,0.8949195681594486,1.2689795514081919,28,0.8015873015873016,cluster-2,4.368717524418814e-50,8.928472690992179e-11,0.9999999999106421,5.762745287507752e-40,9.089114896223981e-14,
free,127,3.994557501519237e-06,1.5898742352942392,-1.684782974363312,-1.7018514961185045,0.5015246774267963,1.3582568647541675,20,0.7777777777777778,cluster-4,2.1787434778192724e-28,4.797165448735863e-19,1.4060923393453556e-26,2.46325004651005e-07,0.9999997536749864,
free,127,0.420539893183673,1.5993110799045844,-2.448161207784818,-2.4665778893179486,0.347529133473794,1.2710193547573136,28,0.753968253968254,cluster-0,0.8512470205197293,5.780261865228213e-20,0.14875297944846727,3.180109315006379e-11,3.199056163692736e-17,
free,127,3.2166717010547067e-06,1.5854847537420205,-2.3434513122078,-2.3519036305115786,0.7051872193344,1.266371403159111,41,0.746031746031746,cluster-1,1.2738471536392867e-39,0.9999998050580151,1.9324833878291485e-07,1.6872514551544637e-09,6.398266053404654e-12,
free,127,0.0007346917600329714,1.5732319979016758,-2.3542953851654773,-2.3627470254884235,0.8011611578032727,1.2485241323199943,21,0.7222222222222222,cluster-1,3.778236625292161e-22,0.9999305221007988,6.947789918109221e-05,6.480467568563e-45,3.074967292986787e-22,
free,127,5.6505928238174444e-05,1.5989565059997046,-2.1617294671967273,-2.168470684879807,0.37516556386872546,1.290238648471186,35,0.7777777777777778,cluster-2,2.0304473061585967e-21,4.224895869822214e-06,0.9999957751041397,1.6829694915693924e-17,1.9257690850159383e-17,
free,127,8.347633933923828e-07,1.5991768300195324,-2.0377488023652806,-2.046201122106969,0.4251343734621065,1.345974692189945,30,0.746031746031746,cluster-1,3.560769793016391e-24,0.9999999533125117,4.668740978117434e-08,7.149820498764668e-14,2.2853744825499296e-16,
free,127,1.5632594651899422e-09,1.5123462477530618,-2.500663937546137,-2.5074051819981924,1.3935734305794782,1.2178391657416165,28,0.7301587301587301,cluster-2,1.3705696781600156e-77,6.387320983819759e-11,0.999999999936108,1.0586100037813006e-31,3.4922358904714467e-44,
free,127,4.898568734728172e-05,1.5970017126859943,-2.328377070389395,-2.3368293887277196,0.492084413062869,1.2984986884352911,31,0.8095238095238095,cluster-1,3.619155026176417e-06,0.999996379872259,9.71153496662692e-10,7.225804120168653e-28,1.5384749994799282e-12,
free,127,0.513105525184222,1.590576424034799,-2.376217098686639,-2.3924634851506332,0.500453678641732,1.2862689138389771,33,0.753968253968254,cluster-3,3.1076357043603597e-18,1.0786343060322857e-18,1.9735910372439442e-28,0.7906414733433023,0.20935852665667318,
